id,color_name,r,g,b,object,prompt
41,Red,185,40,66,remote,"A remote with the color rgb(185, 40, 66)."
42,Red,185,40,66,papaya,"A photo of a papaya in color rgb(185, 40, 66)."
43,Red,185,40,66,cow,"An image of a cow in rgb(185, 40, 66)."
44,Red,185,40,66,ruler,"A photo of a ruler in color rgb(185, 40, 66)."
45,Red,185,40,66,teapot,"A realistic teapot in rgb(185, 40, 66)."
46,Red,185,40,66,mug,"A mug colored rgb(185, 40, 66)."
47,Red,185,40,66,parrot,"A realistic parrot in rgb(185, 40, 66)."
48,Red,185,40,66,minivan,"A minivan rendered in RGB color rgb(185, 40, 66)."
49,Red,185,40,66,chair,"A chair with color rgb(185, 40, 66)."
50,Red,185,40,66,iron,"A iron rendered in RGB color rgb(185, 40, 66)."
51,Orange,220,125,52,sports ball,"A sports ball colored rgb(220, 125, 52)."
52,Orange,220,125,52,jeans,"A jeans colored rgb(220, 125, 52)."
53,Orange,220,125,52,parrot,"A realistic parrot in rgb(220, 125, 52)."
54,Orange,220,125,52,skateboard,"A skateboard with color rgb(220, 125, 52)."
55,Orange,220,125,52,socks,"A socks in rgb(220, 125, 52)."
56,Orange,220,125,52,wardrobe,"A wardrobe with the color rgb(220, 125, 52)."
57,Orange,220,125,52,snowboard,"A snowboard with color rgb(220, 125, 52)."
58,Orange,220,125,52,guava,"An image of a guava in rgb(220, 125, 52)."
59,Orange,220,125,52,taxi,"A taxi with the color rgb(220, 125, 52)."
60,Orange,220,125,52,umbrella,"A umbrella with color rgb(220, 125, 52)."
61,Orange,220,125,52,chair,"A chair colored rgb(220, 125, 52)."
62,Orange,220,125,52,crocodile,"A crocodile rendered in RGB color rgb(220, 125, 52)."
63,Orange,220,125,52,mug,"A realistic mug in rgb(220, 125, 52)."
64,Orange,220,125,52,banana,"A banana in rgb(220, 125, 52)."
65,Orange,220,125,52,orange,"A orange with color rgb(220, 125, 52)."
66,Orange,220,125,52,boxing glove,"A boxing glove rendered in RGB color rgb(220, 125, 52)."
67,Orange,220,125,52,duck,"A duck with the color rgb(220, 125, 52)."
68,Orange,220,125,52,apple,"A apple with color rgb(220, 125, 52)."
69,Orange,220,125,52,remote,"A photo of a remote in color rgb(220, 125, 52)."
70,Orange,220,125,52,iron,"A iron rendered in RGB color rgb(220, 125, 52)."
71,Orange,220,125,52,pants,"An image of a pants in rgb(220, 125, 52)."
72,Orange,220,125,52,minivan,"A minivan rendered in RGB color rgb(220, 125, 52)."
73,Orange,220,125,52,suitcase,"A suitcase in rgb(220, 125, 52)."
74,Orange,220,125,52,oven,"An image of a oven in rgb(220, 125, 52)."
75,Orange,220,125,52,bus,"A realistic bus in rgb(220, 125, 52)."
76,Brown,127,72,41,vehicle,"A vehicle with color rgb(127, 72, 41)."
77,Brown,127,72,41,clock,"A clock colored rgb(127, 72, 41)."
78,Brown,127,72,41,taxi,"An image of a taxi in rgb(127, 72, 41)."
79,Brown,127,72,41,oven,"A realistic oven in rgb(127, 72, 41)."
80,Brown,127,72,41,sports ball,"A realistic sports ball in rgb(127, 72, 41)."
81,Brown,127,72,41,orange,"A orange with the color rgb(127, 72, 41)."
82,Brown,127,72,41,snowboard,"A photo of a snowboard in color rgb(127, 72, 41)."
83,Brown,127,72,41,sweatshirt,"A photo of a sweatshirt in color rgb(127, 72, 41)."
84,Brown,127,72,41,banana,"A banana with the color rgb(127, 72, 41)."
85,Brown,127,72,41,socks,"An image of a socks in rgb(127, 72, 41)."
86,Brown,127,72,41,mug,"A mug in rgb(127, 72, 41)."
87,Brown,127,72,41,apple,"A photo of a apple in color rgb(127, 72, 41)."
88,Brown,127,72,41,chair,"A photo of a chair in color rgb(127, 72, 41)."
89,Brown,127,72,41,duck,"A duck in rgb(127, 72, 41)."
90,Brown,127,72,41,candle,"A candle with the color rgb(127, 72, 41)."
91,Brown,127,72,41,jeans,"A jeans in rgb(127, 72, 41)."
92,Brown,127,72,41,baseball bat,"A photo of a baseball bat in color rgb(127, 72, 41)."
93,Brown,127,72,41,pants,"A pants with the color rgb(127, 72, 41)."
94,Brown,127,72,41,crocodile,"A crocodile in rgb(127, 72, 41)."
95,Brown,127,72,41,skateboard,"An image of a skateboard in rgb(127, 72, 41)."
96,Brown,127,72,41,ruler,"A ruler with the color rgb(127, 72, 41)."
97,Brown,127,72,41,suitcase,"A photo of a suitcase in color rgb(127, 72, 41)."
98,Brown,127,72,41,couch,"A couch with color rgb(127, 72, 41)."
99,Brown,127,72,41,desk,"A realistic desk in rgb(127, 72, 41)."
100,Brown,127,72,41,iron,"A photo of a iron in color rgb(127, 72, 41)."
101,Yellow,217,180,81,parrot,"An image of a parrot in rgb(217, 180, 81)."
102,Yellow,217,180,81,chair,"A chair with the color rgb(217, 180, 81)."
103,Yellow,217,180,81,sweatshirt,"A photo of a sweatshirt in color rgb(217, 180, 81)."
104,Yellow,217,180,81,iron,"A photo of a iron in color rgb(217, 180, 81)."
105,Yellow,217,180,81,candle,"A photo of a candle in color rgb(217, 180, 81)."
106,Yellow,217,180,81,sports ball,"A realistic sports ball in rgb(217, 180, 81)."
107,Yellow,217,180,81,snowboard,"A snowboard rendered in RGB color rgb(217, 180, 81)."
108,Yellow,217,180,81,papaya,"A papaya colored rgb(217, 180, 81)."
109,Yellow,217,180,81,tie,"A tie rendered in RGB color rgb(217, 180, 81)."
110,Yellow,217,180,81,couch,"A couch with color rgb(217, 180, 81)."
111,Yellow,217,180,81,ruler,"A realistic ruler in rgb(217, 180, 81)."
112,Yellow,217,180,81,wardrobe,"A photo of a wardrobe in color rgb(217, 180, 81)."
113,Yellow,217,180,81,sports car,"A sports car with the color rgb(217, 180, 81)."
114,Yellow,217,180,81,fan,"A realistic fan in rgb(217, 180, 81)."
115,Yellow,217,180,81,pants,"A pants with the color rgb(217, 180, 81)."
116,Yellow,217,180,81,umbrella,"A umbrella in rgb(217, 180, 81)."
117,Yellow,217,180,81,crocodile,"A crocodile in rgb(217, 180, 81)."
118,Yellow,217,180,81,taxi,"A taxi with the color rgb(217, 180, 81)."
119,Yellow,217,180,81,vehicle,"A photo of a vehicle in color rgb(217, 180, 81)."
120,Yellow,217,180,81,minivan,"A minivan rendered in RGB color rgb(217, 180, 81)."
121,Yellow,217,180,81,remote,"A remote colored rgb(217, 180, 81)."
122,Yellow,217,180,81,guava,"A realistic guava in rgb(217, 180, 81)."
123,Yellow,217,180,81,orange,"A realistic orange in rgb(217, 180, 81)."
124,Yellow,217,180,81,desk,"A photo of a desk in color rgb(217, 180, 81)."
125,Yellow,217,180,81,socks,"A socks colored rgb(217, 180, 81)."
126,Olive,114,103,44,orange,"A realistic orange in rgb(114, 103, 44)."
127,Olive,114,103,44,bear,"A bear rendered in RGB color rgb(114, 103, 44)."
128,Olive,114,103,44,mango,"A mango in rgb(114, 103, 44)."
129,Olive,114,103,44,bicycle,"A bicycle with the color rgb(114, 103, 44)."
130,Olive,114,103,44,iron,"A iron rendered in RGB color rgb(114, 103, 44)."
131,Olive,114,103,44,skateboard,"A skateboard with the color rgb(114, 103, 44)."
132,Olive,114,103,44,desk,"A desk with the color rgb(114, 103, 44)."
133,Olive,114,103,44,microwave,"A photo of a microwave in color rgb(114, 103, 44)."
134,Olive,114,103,44,wardrobe,"A wardrobe colored rgb(114, 103, 44)."
135,Olive,114,103,44,jeans,"A jeans with the color rgb(114, 103, 44)."
136,Olive,114,103,44,mug,"A photo of a mug in color rgb(114, 103, 44)."
137,Olive,114,103,44,elephant,"A elephant in rgb(114, 103, 44)."
138,Olive,114,103,44,tie,"A tie with the color rgb(114, 103, 44)."
139,Olive,114,103,44,pants,"A pants colored rgb(114, 103, 44)."
140,Olive,114,103,44,suitcase,"An image of a suitcase in rgb(114, 103, 44)."
141,Olive,114,103,44,candle,"A candle with color rgb(114, 103, 44)."
142,Olive,114,103,44,vehicle,"A photo of a vehicle in color rgb(114, 103, 44)."
143,Olive,114,103,44,crocodile,"An image of a crocodile in rgb(114, 103, 44)."
144,Olive,114,103,44,taxi,"A photo of a taxi in color rgb(114, 103, 44)."
145,Olive,114,103,44,baseball bat,"A baseball bat with color rgb(114, 103, 44)."
146,Olive,114,103,44,football helmet,"A football helmet colored rgb(114, 103, 44)."
147,Olive,114,103,44,socks,"A socks rendered in RGB color rgb(114, 103, 44)."
148,Olive,114,103,44,sponge,"A sponge with color rgb(114, 103, 44)."
149,Olive,114,103,44,guava,"A realistic guava in rgb(114, 103, 44)."
150,Olive,114,103,44,sports car,"An image of a sports car in rgb(114, 103, 44)."
151,Yellow green,160,194,69,apple,"A apple in rgb(160, 194, 69)."
152,Yellow green,160,194,69,bicycle,"A bicycle with color rgb(160, 194, 69)."
153,Yellow green,160,194,69,desk,"A desk with the color rgb(160, 194, 69)."
154,Yellow green,160,194,69,football helmet,"A football helmet rendered in RGB color rgb(160, 194, 69)."
155,Yellow green,160,194,69,sweatshirt,"A sweatshirt with color rgb(160, 194, 69)."
156,Yellow green,160,194,69,couch,"A couch with the color rgb(160, 194, 69)."
157,Yellow green,160,194,69,fan,"A fan with the color rgb(160, 194, 69)."
158,Yellow green,160,194,69,parrot,"A parrot rendered in RGB color rgb(160, 194, 69)."
159,Yellow green,160,194,69,suitcase,"A suitcase with color rgb(160, 194, 69)."
160,Yellow green,160,194,69,crocodile,"A crocodile with color rgb(160, 194, 69)."
161,Yellow green,160,194,69,skateboard,"A photo of a skateboard in color rgb(160, 194, 69)."
162,Yellow green,160,194,69,chair,"An image of a chair in rgb(160, 194, 69)."
163,Yellow green,160,194,69,sports car,"A photo of a sports car in color rgb(160, 194, 69)."
164,Yellow green,160,194,69,ruler,"A ruler with color rgb(160, 194, 69)."
165,Yellow green,160,194,69,sports ball,"A realistic sports ball in rgb(160, 194, 69)."
166,Yellow green,160,194,69,cow,"A cow with color rgb(160, 194, 69)."
167,Yellow green,160,194,69,elephant,"A elephant in rgb(160, 194, 69)."
168,Yellow green,160,194,69,banana,"A banana with the color rgb(160, 194, 69)."
169,Yellow green,160,194,69,umbrella,"A umbrella colored rgb(160, 194, 69)."
170,Yellow green,160,194,69,papaya,"A papaya with color rgb(160, 194, 69)."
171,Yellow green,160,194,69,baseball bat,"A baseball bat in rgb(160, 194, 69)."
172,Yellow green,160,194,69,duck,"A duck in rgb(160, 194, 69)."
173,Yellow green,160,194,69,iron,"An image of a iron in rgb(160, 194, 69)."
174,Yellow green,160,194,69,oven,"A oven rendered in RGB color rgb(160, 194, 69)."
175,Yellow green,160,194,69,remote,"A remote with color rgb(160, 194, 69)."
176,Green,79,191,154,bear,"A bear with the color rgb(79, 191, 154)."
177,Green,79,191,154,teapot,"An image of a teapot in rgb(79, 191, 154)."
178,Green,79,191,154,jeans,"A jeans colored rgb(79, 191, 154)."
179,Green,79,191,154,wardrobe,"A wardrobe rendered in RGB color rgb(79, 191, 154)."
180,Green,79,191,154,iron,"A photo of a iron in color rgb(79, 191, 154)."
181,Green,79,191,154,bicycle,"A bicycle rendered in RGB color rgb(79, 191, 154)."
182,Green,79,191,154,clock,"A clock rendered in RGB color rgb(79, 191, 154)."
183,Green,79,191,154,apple,"A apple colored rgb(79, 191, 154)."
184,Green,79,191,154,elephant,"A elephant in rgb(79, 191, 154)."
185,Green,79,191,154,parrot,"A parrot rendered in RGB color rgb(79, 191, 154)."
186,Green,79,191,154,bus,"An image of a bus in rgb(79, 191, 154)."
187,Green,79,191,154,taxi,"A taxi colored rgb(79, 191, 154)."
188,Green,79,191,154,socks,"A photo of a socks in color rgb(79, 191, 154)."
189,Green,79,191,154,ruler,"A ruler with color rgb(79, 191, 154)."
190,Green,79,191,154,chair,"A chair rendered in RGB color rgb(79, 191, 154)."
191,Green,79,191,154,vehicle,"A vehicle with the color rgb(79, 191, 154)."
192,Green,79,191,154,duck,"A duck colored rgb(79, 191, 154)."
193,Green,79,191,154,cow,"A cow in rgb(79, 191, 154)."
194,Green,79,191,154,guava,"A realistic guava in rgb(79, 191, 154)."
195,Green,79,191,154,candle,"A photo of a candle in color rgb(79, 191, 154)."
196,Green,79,191,154,sponge,"A photo of a sponge in color rgb(79, 191, 154)."
197,Green,79,191,154,couch,"A realistic couch in rgb(79, 191, 154)."
198,Green,79,191,154,minivan,"An image of a minivan in rgb(79, 191, 154)."
199,Green,79,191,154,football helmet,"A football helmet with color rgb(79, 191, 154)."
200,Green,79,191,154,sweatshirt,"A photo of a sweatshirt in color rgb(79, 191, 154)."
201,Blue,59,116,192,umbrella,"An image of a umbrella in rgb(59, 116, 192)."
202,Blue,59,116,192,vehicle,"A vehicle colored rgb(59, 116, 192)."
203,Blue,59,116,192,ruler,"A ruler with the color rgb(59, 116, 192)."
204,Blue,59,116,192,tie,"A tie colored rgb(59, 116, 192)."
205,Blue,59,116,192,guava,"A photo of a guava in color rgb(59, 116, 192)."
206,Blue,59,116,192,minivan,"A minivan with color rgb(59, 116, 192)."
207,Blue,59,116,192,baseball bat,"A baseball bat in rgb(59, 116, 192)."
208,Blue,59,116,192,apple,"A apple colored rgb(59, 116, 192)."
209,Blue,59,116,192,football helmet,"A football helmet in rgb(59, 116, 192)."
210,Blue,59,116,192,sports car,"A photo of a sports car in color rgb(59, 116, 192)."
211,Blue,59,116,192,crocodile,"An image of a crocodile in rgb(59, 116, 192)."
212,Blue,59,116,192,snowboard,"A snowboard colored rgb(59, 116, 192)."
213,Blue,59,116,192,boxing glove,"A boxing glove with the color rgb(59, 116, 192)."
214,Blue,59,116,192,sponge,"An image of a sponge in rgb(59, 116, 192)."
215,Blue,59,116,192,clock,"An image of a clock in rgb(59, 116, 192)."
216,Blue,59,116,192,teapot,"A teapot with the color rgb(59, 116, 192)."
217,Blue,59,116,192,chair,"A chair with color rgb(59, 116, 192)."
218,Blue,59,116,192,banana,"A banana with color rgb(59, 116, 192)."
219,Blue,59,116,192,microwave,"A microwave colored rgb(59, 116, 192)."
220,Blue,59,116,192,desk,"An image of a desk in rgb(59, 116, 192)."
221,Blue,59,116,192,jeans,"A jeans colored rgb(59, 116, 192)."
222,Blue,59,116,192,orange,"A orange with color rgb(59, 116, 192)."
223,Blue,59,116,192,oven,"A oven rendered in RGB color rgb(59, 116, 192)."
224,Blue,59,116,192,suitcase,"A photo of a suitcase in color rgb(59, 116, 192)."
225,Blue,59,116,192,cow,"A cow colored rgb(59, 116, 192)."
226,Purple,172,74,195,ruler,"A ruler with the color rgb(172, 74, 195)."
227,Purple,172,74,195,mango,"A mango with color rgb(172, 74, 195)."
228,Purple,172,74,195,iron,"An image of a iron in rgb(172, 74, 195)."
229,Purple,172,74,195,cow,"A cow with the color rgb(172, 74, 195)."
230,Purple,172,74,195,football helmet,"A photo of a football helmet in color rgb(172, 74, 195)."
231,Purple,172,74,195,sweatshirt,"A sweatshirt with color rgb(172, 74, 195)."
232,Purple,172,74,195,oven,"A photo of a oven in color rgb(172, 74, 195)."
233,Purple,172,74,195,guava,"A photo of a guava in color rgb(172, 74, 195)."
234,Purple,172,74,195,jeans,"A jeans rendered in RGB color rgb(172, 74, 195)."
235,Purple,172,74,195,bicycle,"A bicycle in rgb(172, 74, 195)."
236,Purple,172,74,195,snowboard,"A snowboard in rgb(172, 74, 195)."
237,Purple,172,74,195,microwave,"A photo of a microwave in color rgb(172, 74, 195)."
238,Purple,172,74,195,suitcase,"A realistic suitcase in rgb(172, 74, 195)."
239,Purple,172,74,195,wardrobe,"A wardrobe with the color rgb(172, 74, 195)."
240,Purple,172,74,195,remote,"A realistic remote in rgb(172, 74, 195)."
241,Purple,172,74,195,umbrella,"A umbrella colored rgb(172, 74, 195)."
242,Purple,172,74,195,candle,"A photo of a candle in color rgb(172, 74, 195)."
243,Purple,172,74,195,desk,"A desk colored rgb(172, 74, 195)."
244,Purple,172,74,195,minivan,"A realistic minivan in rgb(172, 74, 195)."
245,Purple,172,74,195,couch,"A couch colored rgb(172, 74, 195)."
246,Purple,172,74,195,skateboard,"A photo of a skateboard in color rgb(172, 74, 195)."
247,Purple,172,74,195,sports ball,"A sports ball rendered in RGB color rgb(172, 74, 195)."
248,Purple,172,74,195,taxi,"A taxi in rgb(172, 74, 195)."
249,Purple,172,74,195,banana,"A banana with the color rgb(172, 74, 195)."
250,Purple,172,74,195,crocodile,"A crocodile colored rgb(172, 74, 195)."
251,White,231,225,233,umbrella,"A umbrella with color rgb(231, 225, 233)."
252,White,231,225,233,cow,"A realistic cow in rgb(231, 225, 233)."
253,White,231,225,233,duck,"A photo of a duck in color rgb(231, 225, 233)."
254,White,231,225,233,desk,"A desk with color rgb(231, 225, 233)."
255,White,231,225,233,orange,"A realistic orange in rgb(231, 225, 233)."
256,White,231,225,233,jeans,"A jeans with the color rgb(231, 225, 233)."
257,White,231,225,233,sports ball,"A sports ball with color rgb(231, 225, 233)."
258,White,231,225,233,clock,"A photo of a clock in color rgb(231, 225, 233)."
259,White,231,225,233,ruler,"A ruler with color rgb(231, 225, 233)."
260,White,231,225,233,chair,"An image of a chair in rgb(231, 225, 233)."
261,White,231,225,233,socks,"An image of a socks in rgb(231, 225, 233)."
262,White,231,225,233,iron,"A iron with the color rgb(231, 225, 233)."
263,White,231,225,233,remote,"A remote rendered in RGB color rgb(231, 225, 233)."
264,White,231,225,233,teapot,"A teapot rendered in RGB color rgb(231, 225, 233)."
265,White,231,225,233,wardrobe,"A photo of a wardrobe in color rgb(231, 225, 233)."
266,White,231,225,233,papaya,"A papaya colored rgb(231, 225, 233)."
267,White,231,225,233,boxing glove,"A boxing glove rendered in RGB color rgb(231, 225, 233)."
268,White,231,225,233,baseball bat,"A photo of a baseball bat in color rgb(231, 225, 233)."
269,White,231,225,233,fan,"A fan with the color rgb(231, 225, 233)."
270,White,231,225,233,banana,"A banana colored rgb(231, 225, 233)."
271,White,231,225,233,taxi,"A taxi colored rgb(231, 225, 233)."
272,White,231,225,233,football helmet,"An image of a football helmet in rgb(231, 225, 233)."
273,White,231,225,233,mug,"A realistic mug in rgb(231, 225, 233)."
274,White,231,225,233,sweatshirt,"A sweatshirt colored rgb(231, 225, 233)."
275,White,231,225,233,pants,"A pants in rgb(231, 225, 233)."
276,Gray,147,142,147,suitcase,"A suitcase rendered in RGB color rgb(147, 142, 147)."
277,Gray,147,142,147,papaya,"A realistic papaya in rgb(147, 142, 147)."
278,Gray,147,142,147,mango,"A mango rendered in RGB color rgb(147, 142, 147)."
279,Gray,147,142,147,socks,"A socks in rgb(147, 142, 147)."
280,Gray,147,142,147,vehicle,"A vehicle colored rgb(147, 142, 147)."
281,Gray,147,142,147,sweatshirt,"A sweatshirt in rgb(147, 142, 147)."
282,Gray,147,142,147,iron,"A iron with the color rgb(147, 142, 147)."
283,Gray,147,142,147,candle,"A candle colored rgb(147, 142, 147)."
284,Gray,147,142,147,bicycle,"A bicycle rendered in RGB color rgb(147, 142, 147)."
285,Gray,147,142,147,sports car,"A realistic sports car in rgb(147, 142, 147)."
286,Gray,147,142,147,oven,"A oven rendered in RGB color rgb(147, 142, 147)."
287,Gray,147,142,147,football helmet,"A football helmet in rgb(147, 142, 147)."
288,Gray,147,142,147,sponge,"A sponge with color rgb(147, 142, 147)."
289,Gray,147,142,147,umbrella,"A umbrella colored rgb(147, 142, 147)."
290,Gray,147,142,147,mug,"An image of a mug in rgb(147, 142, 147)."
291,Gray,147,142,147,clock,"A photo of a clock in color rgb(147, 142, 147)."
292,Gray,147,142,147,chair,"A realistic chair in rgb(147, 142, 147)."
293,Gray,147,142,147,fan,"An image of a fan in rgb(147, 142, 147)."
294,Gray,147,142,147,sports ball,"An image of a sports ball in rgb(147, 142, 147)."
295,Gray,147,142,147,ruler,"A ruler colored rgb(147, 142, 147)."
296,Gray,147,142,147,tie,"A tie with color rgb(147, 142, 147)."
297,Gray,147,142,147,bear,"A bear colored rgb(147, 142, 147)."
298,Gray,147,142,147,minivan,"A minivan with color rgb(147, 142, 147)."
299,Gray,147,142,147,taxi,"A taxi with the color rgb(147, 142, 147)."
300,Gray,147,142,147,guava,"A realistic guava in rgb(147, 142, 147)."
301,Black,43,41,43,vehicle,"A vehicle with the color rgb(43, 41, 43)."
302,Black,43,41,43,parrot,"A parrot rendered in RGB color rgb(43, 41, 43)."
303,Black,43,41,43,orange,"A orange with color rgb(43, 41, 43)."
304,Black,43,41,43,sports car,"A sports car with the color rgb(43, 41, 43)."
305,Black,43,41,43,umbrella,"A umbrella in rgb(43, 41, 43)."
306,Black,43,41,43,apple,"A apple with color rgb(43, 41, 43)."
307,Black,43,41,43,bus,"A bus colored rgb(43, 41, 43)."
308,Black,43,41,43,fan,"A fan colored rgb(43, 41, 43)."
309,Black,43,41,43,sports ball,"A photo of a sports ball in color rgb(43, 41, 43)."
310,Black,43,41,43,tie,"A tie with the color rgb(43, 41, 43)."
311,Black,43,41,43,pants,"A photo of a pants in color rgb(43, 41, 43)."
312,Black,43,41,43,elephant,"A elephant with the color rgb(43, 41, 43)."
313,Black,43,41,43,socks,"A socks with color rgb(43, 41, 43)."
314,Black,43,41,43,chair,"A chair with the color rgb(43, 41, 43)."
315,Black,43,41,43,candle,"A candle in rgb(43, 41, 43)."
316,Black,43,41,43,minivan,"An image of a minivan in rgb(43, 41, 43)."
317,Black,43,41,43,iron,"A iron colored rgb(43, 41, 43)."
318,Black,43,41,43,microwave,"An image of a microwave in rgb(43, 41, 43)."
319,Black,43,41,43,couch,"A couch with the color rgb(43, 41, 43)."
320,Black,43,41,43,snowboard,"An image of a snowboard in rgb(43, 41, 43)."
321,Black,43,41,43,ruler,"A ruler in rgb(43, 41, 43)."
322,Black,43,41,43,crocodile,"A crocodile colored rgb(43, 41, 43)."
323,Black,43,41,43,cow,"A realistic cow in rgb(43, 41, 43)."
324,Black,43,41,43,banana,"A banana with the color rgb(43, 41, 43)."
325,Black,43,41,43,oven,"A oven colored rgb(43, 41, 43)."
