id,color_name,r,g,b,object,prompt
107,Orange,220,125,52,orange,"A orange in rgb(220, 125, 52)."
108,Orange,220,125,52,couch,"A couch in rgb(220, 125, 52)."
109,Orange,220,125,52,football helmet,"A football helmet with the color rgb(220, 125, 52)."
110,Orange,220,125,52,guava,"A photo of a guava in color rgb(220, 125, 52)."
111,Orange,220,125,52,minivan,"A minivan rendered in RGB color rgb(220, 125, 52)."
112,Orange,220,125,52,pants,"A pants colored rgb(220, 125, 52)."
113,Orange,220,125,52,sports ball,"A realistic sports ball in rgb(220, 125, 52)."
114,Orange,220,125,52,tie,"A realistic tie in rgb(220, 125, 52)."
115,Orange,220,125,52,crocodile,"A photo of a crocodile in color rgb(220, 125, 52)."
116,Orange,220,125,52,baseball bat,"A baseball bat colored rgb(220, 125, 52)."
117,Orange,220,125,52,umbrella,"A umbrella in rgb(220, 125, 52)."
118,Orange,220,125,52,apple,"A apple rendered in RGB color rgb(220, 125, 52)."
119,Orange,220,125,52,suitcase,"A suitcase colored rgb(220, 125, 52)."
120,Orange,220,125,52,banana,"A banana in rgb(220, 125, 52)."
121,Brown,127,72,41,mango,"A mango rendered in RGB color rgb(127, 72, 41)."
122,Brown,127,72,41,skateboard,"A skateboard in rgb(127, 72, 41)."
123,Brown,127,72,41,desk,"A desk with the color rgb(127, 72, 41)."
124,Brown,127,72,41,microwave,"A microwave rendered in RGB color rgb(127, 72, 41)."
125,Brown,127,72,41,wardrobe,"A wardrobe with the color rgb(127, 72, 41)."
126,Brown,127,72,41,jeans,"A jeans with the color rgb(127, 72, 41)."
127,Brown,127,72,41,mug,"A photo of a mug in color rgb(127, 72, 41)."
128,Brown,127,72,41,elephant,"A elephant colored rgb(127, 72, 41)."
129,Brown,127,72,41,tie,"A tie with the color rgb(127, 72, 41)."
130,Brown,127,72,41,ruler,"A photo of a ruler in color rgb(127, 72, 41)."
131,Brown,127,72,41,suitcase,"A suitcase in rgb(127, 72, 41)."
132,Brown,127,72,41,orange,"A orange with the color rgb(127, 72, 41)."
133,Brown,127,72,41,parrot,"A parrot colored rgb(127, 72, 41)."
134,Brown,127,72,41,remote,"An image of a remote in rgb(127, 72, 41)."
135,Brown,127,72,41,duck,"A duck with color rgb(127, 72, 41)."
136,Brown,127,72,41,vehicle,"A photo of a vehicle in color rgb(127, 72, 41)."
137,Brown,127,72,41,sweatshirt,"An image of a sweatshirt in rgb(127, 72, 41)."
138,Brown,127,72,41,sports ball,"A photo of a sports ball in color rgb(127, 72, 41)."
139,Brown,127,72,41,sponge,"A sponge with color rgb(127, 72, 41)."
140,Brown,127,72,41,snowboard,"A snowboard colored rgb(127, 72, 41)."
141,Orange yellow,227,160,69,chair,"An image of a chair in rgb(227, 160, 69)."
142,Orange yellow,227,160,69,ruler,"A ruler with color rgb(227, 160, 69)."
143,Orange yellow,227,160,69,snowboard,"A snowboard rendered in RGB color rgb(227, 160, 69)."
144,Orange yellow,227,160,69,oven,"A realistic oven in rgb(227, 160, 69)."
145,Orange yellow,227,160,69,desk,"A desk with color rgb(227, 160, 69)."
146,Orange yellow,227,160,69,remote,"A remote in rgb(227, 160, 69)."
147,Orange yellow,227,160,69,apple,"A apple with color rgb(227, 160, 69)."
148,Orange yellow,227,160,69,bicycle,"A bicycle with the color rgb(227, 160, 69)."
149,Orange yellow,227,160,69,iron,"A iron rendered in RGB color rgb(227, 160, 69)."
150,Orange yellow,227,160,69,sweatshirt,"A sweatshirt with color rgb(227, 160, 69)."
151,Orange yellow,227,160,69,couch,"A couch with the color rgb(227, 160, 69)."
152,Orange yellow,227,160,69,football helmet,"A football helmet with the color rgb(227, 160, 69)."
153,Orange yellow,227,160,69,suitcase,"A suitcase rendered in RGB color rgb(227, 160, 69)."
154,Orange yellow,227,160,69,crocodile,"A crocodile with color rgb(227, 160, 69)."
155,Orange yellow,227,160,69,skateboard,"A skateboard with color rgb(227, 160, 69)."
156,Orange yellow,227,160,69,parrot,"A photo of a parrot in color rgb(227, 160, 69)."
157,Orange yellow,227,160,69,socks,"An image of a socks in rgb(227, 160, 69)."
158,Orange yellow,227,160,69,cow,"A photo of a cow in color rgb(227, 160, 69)."
159,Orange yellow,227,160,69,bus,"A bus with color rgb(227, 160, 69)."
160,Orange yellow,227,160,69,clock,"A realistic clock in rgb(227, 160, 69)."
161,Yellowish brown,151,107,57,skateboard,"A skateboard in rgb(151, 107, 57)."
162,Yellowish brown,151,107,57,orange,"An image of a orange in rgb(151, 107, 57)."
163,Yellowish brown,151,107,57,banana,"A banana rendered in RGB color rgb(151, 107, 57)."
164,Yellowish brown,151,107,57,boxing glove,"A boxing glove colored rgb(151, 107, 57)."
165,Yellowish brown,151,107,57,wardrobe,"A wardrobe rendered in RGB color rgb(151, 107, 57)."
166,Yellowish brown,151,107,57,baseball bat,"A baseball bat in rgb(151, 107, 57)."
167,Yellowish brown,151,107,57,bus,"A bus with color rgb(151, 107, 57)."
168,Yellowish brown,151,107,57,bicycle,"An image of a bicycle in rgb(151, 107, 57)."
169,Yellowish brown,151,107,57,minivan,"A minivan in rgb(151, 107, 57)."
170,Yellowish brown,151,107,57,chair,"An image of a chair in rgb(151, 107, 57)."
171,Yellowish brown,151,107,57,fan,"A photo of a fan in color rgb(151, 107, 57)."
172,Yellowish brown,151,107,57,bear,"A photo of a bear in color rgb(151, 107, 57)."
173,Yellowish brown,151,107,57,teapot,"A teapot with the color rgb(151, 107, 57)."
174,Yellowish brown,151,107,57,snowboard,"An image of a snowboard in rgb(151, 107, 57)."
175,Yellowish brown,151,107,57,pants,"A pants colored rgb(151, 107, 57)."
176,Yellowish brown,151,107,57,sponge,"A sponge rendered in RGB color rgb(151, 107, 57)."
177,Yellowish brown,151,107,57,football helmet,"A photo of a football helmet in color rgb(151, 107, 57)."
178,Yellowish brown,151,107,57,duck,"A duck rendered in RGB color rgb(151, 107, 57)."
179,Yellowish brown,151,107,57,sports car,"A sports car rendered in RGB color rgb(151, 107, 57)."
180,Yellowish brown,151,107,57,apple,"A apple colored rgb(151, 107, 57)."
181,Yellow,217,180,81,vehicle,"A photo of a vehicle in color rgb(217, 180, 81)."
182,Yellow,217,180,81,cow,"A cow in rgb(217, 180, 81)."
183,Yellow,217,180,81,minivan,"A photo of a minivan in color rgb(217, 180, 81)."
184,Yellow,217,180,81,papaya,"A papaya colored rgb(217, 180, 81)."
185,Yellow,217,180,81,sports ball,"An image of a sports ball in rgb(217, 180, 81)."
186,Yellow,217,180,81,baseball bat,"A baseball bat with color rgb(217, 180, 81)."
187,Yellow,217,180,81,bear,"A bear with the color rgb(217, 180, 81)."
188,Yellow,217,180,81,couch,"A couch with color rgb(217, 180, 81)."
189,Yellow,217,180,81,mango,"An image of a mango in rgb(217, 180, 81)."
190,Yellow,217,180,81,bus,"A bus colored rgb(217, 180, 81)."
191,Yellow,217,180,81,candle,"An image of a candle in rgb(217, 180, 81)."
192,Yellow,217,180,81,umbrella,"A umbrella in rgb(217, 180, 81)."
193,Yellow,217,180,81,tie,"A tie with the color rgb(217, 180, 81)."
194,Yellow,217,180,81,desk,"A desk with color rgb(217, 180, 81)."
195,Yellow,217,180,81,sports car,"A sports car rendered in RGB color rgb(217, 180, 81)."
196,Yellow,217,180,81,elephant,"A elephant with color rgb(217, 180, 81)."
197,Yellow,217,180,81,ruler,"A ruler in rgb(217, 180, 81)."
198,Yellow,217,180,81,guava,"A guava with the color rgb(217, 180, 81)."
199,Yellow,217,180,81,wardrobe,"A wardrobe colored rgb(217, 180, 81)."
200,Yellow,217,180,81,clock,"An image of a clock in rgb(217, 180, 81)."
201,Olive brown,127,97,41,remote,"An image of a remote in rgb(127, 97, 41)."
202,Olive brown,127,97,41,wardrobe,"A wardrobe with the color rgb(127, 97, 41)."
203,Olive brown,127,97,41,pants,"A pants with color rgb(127, 97, 41)."
204,Olive brown,127,97,41,crocodile,"A crocodile with color rgb(127, 97, 41)."
205,Olive brown,127,97,41,clock,"A clock colored rgb(127, 97, 41)."
206,Olive brown,127,97,41,mango,"An image of a mango in rgb(127, 97, 41)."
207,Olive brown,127,97,41,sweatshirt,"A sweatshirt colored rgb(127, 97, 41)."
208,Olive brown,127,97,41,tie,"A tie with color rgb(127, 97, 41)."
209,Olive brown,127,97,41,skateboard,"A skateboard rendered in RGB color rgb(127, 97, 41)."
210,Olive brown,127,97,41,bus,"A photo of a bus in color rgb(127, 97, 41)."
211,Olive brown,127,97,41,sponge,"A sponge colored rgb(127, 97, 41)."
212,Olive brown,127,97,41,bicycle,"A bicycle colored rgb(127, 97, 41)."
213,Olive brown,127,97,41,duck,"A duck rendered in RGB color rgb(127, 97, 41)."
214,Olive brown,127,97,41,iron,"A iron with color rgb(127, 97, 41)."
215,Olive brown,127,97,41,taxi,"A taxi colored rgb(127, 97, 41)."
216,Olive brown,127,97,41,suitcase,"A suitcase in rgb(127, 97, 41)."
217,Olive brown,127,97,41,football helmet,"A football helmet with color rgb(127, 97, 41)."
218,Olive brown,127,97,41,minivan,"A minivan with color rgb(127, 97, 41)."
219,Olive brown,127,97,41,bear,"A photo of a bear in color rgb(127, 97, 41)."
220,Olive brown,127,97,41,oven,"A oven colored rgb(127, 97, 41)."
221,Greenish yellow,208,196,69,socks,"A socks with color rgb(208, 196, 69)."
222,Greenish yellow,208,196,69,pants,"A photo of a pants in color rgb(208, 196, 69)."
223,Greenish yellow,208,196,69,snowboard,"A photo of a snowboard in color rgb(208, 196, 69)."
224,Greenish yellow,208,196,69,remote,"A remote rendered in RGB color rgb(208, 196, 69)."
225,Greenish yellow,208,196,69,desk,"A desk in rgb(208, 196, 69)."
226,Greenish yellow,208,196,69,teapot,"A teapot in rgb(208, 196, 69)."
227,Greenish yellow,208,196,69,boxing glove,"A photo of a boxing glove in color rgb(208, 196, 69)."
228,Greenish yellow,208,196,69,suitcase,"A realistic suitcase in rgb(208, 196, 69)."
229,Greenish yellow,208,196,69,crocodile,"A crocodile with the color rgb(208, 196, 69)."
230,Greenish yellow,208,196,69,candle,"A realistic candle in rgb(208, 196, 69)."
231,Greenish yellow,208,196,69,bear,"A bear colored rgb(208, 196, 69)."
232,Greenish yellow,208,196,69,banana,"A photo of a banana in color rgb(208, 196, 69)."
233,Greenish yellow,208,196,69,microwave,"A microwave colored rgb(208, 196, 69)."
234,Greenish yellow,208,196,69,fan,"A realistic fan in rgb(208, 196, 69)."
235,Greenish yellow,208,196,69,minivan,"A minivan colored rgb(208, 196, 69)."
236,Greenish yellow,208,196,69,bus,"A photo of a bus in color rgb(208, 196, 69)."
237,Greenish yellow,208,196,69,papaya,"A papaya rendered in RGB color rgb(208, 196, 69)."
238,Greenish yellow,208,196,69,mango,"A mango in rgb(208, 196, 69)."
239,Greenish yellow,208,196,69,clock,"A clock with the color rgb(208, 196, 69)."
240,Greenish yellow,208,196,69,mug,"A mug colored rgb(208, 196, 69)."
241,Olive,114,103,44,umbrella,"A realistic umbrella in rgb(114, 103, 44)."
242,Olive,114,103,44,cow,"A realistic cow in rgb(114, 103, 44)."
243,Olive,114,103,44,duck,"A duck with color rgb(114, 103, 44)."
244,Olive,114,103,44,desk,"A photo of a desk in color rgb(114, 103, 44)."
245,Olive,114,103,44,orange,"A orange with color rgb(114, 103, 44)."
246,Olive,114,103,44,jeans,"A realistic jeans in rgb(114, 103, 44)."
247,Olive,114,103,44,sports ball,"A photo of a sports ball in color rgb(114, 103, 44)."
248,Olive,114,103,44,clock,"A clock with color rgb(114, 103, 44)."
249,Olive,114,103,44,ruler,"A realistic ruler in rgb(114, 103, 44)."
250,Olive,114,103,44,chair,"A chair with the color rgb(114, 103, 44)."
251,Olive,114,103,44,socks,"A socks with color rgb(114, 103, 44)."
252,Olive,114,103,44,iron,"A photo of a iron in color rgb(114, 103, 44)."
253,Olive,114,103,44,remote,"A remote with color rgb(114, 103, 44)."
254,Olive,114,103,44,teapot,"An image of a teapot in rgb(114, 103, 44)."
255,Olive,114,103,44,wardrobe,"An image of a wardrobe in rgb(114, 103, 44)."
256,Olive,114,103,44,papaya,"A papaya with the color rgb(114, 103, 44)."
257,Olive,114,103,44,boxing glove,"A boxing glove rendered in RGB color rgb(114, 103, 44)."
258,Olive,114,103,44,baseball bat,"A baseball bat rendered in RGB color rgb(114, 103, 44)."
259,Olive,114,103,44,fan,"A photo of a fan in color rgb(114, 103, 44)."
260,Olive,114,103,44,banana,"A banana colored rgb(114, 103, 44)."
261,Yellow green,160,194,69,sponge,"A realistic sponge in rgb(160, 194, 69)."
262,Yellow green,160,194,69,elephant,"A elephant in rgb(160, 194, 69)."
263,Yellow green,160,194,69,suitcase,"An image of a suitcase in rgb(160, 194, 69)."
264,Yellow green,160,194,69,apple,"A apple with color rgb(160, 194, 69)."
265,Yellow green,160,194,69,papaya,"A papaya colored rgb(160, 194, 69)."
266,Yellow green,160,194,69,snowboard,"A snowboard colored rgb(160, 194, 69)."
267,Yellow green,160,194,69,minivan,"A photo of a minivan in color rgb(160, 194, 69)."
268,Yellow green,160,194,69,parrot,"A realistic parrot in rgb(160, 194, 69)."
269,Yellow green,160,194,69,desk,"A photo of a desk in color rgb(160, 194, 69)."
270,Yellow green,160,194,69,boxing glove,"A boxing glove with color rgb(160, 194, 69)."
271,Yellow green,160,194,69,orange,"A orange colored rgb(160, 194, 69)."
272,Yellow green,160,194,69,iron,"A realistic iron in rgb(160, 194, 69)."
273,Yellow green,160,194,69,sweatshirt,"A sweatshirt in rgb(160, 194, 69)."
274,Yellow green,160,194,69,mango,"A mango colored rgb(160, 194, 69)."
275,Yellow green,160,194,69,vehicle,"An image of a vehicle in rgb(160, 194, 69)."
276,Yellow green,160,194,69,wardrobe,"A wardrobe colored rgb(160, 194, 69)."
277,Yellow green,160,194,69,teapot,"A teapot rendered in RGB color rgb(160, 194, 69)."
278,Yellow green,160,194,69,crocodile,"A realistic crocodile in rgb(160, 194, 69)."
279,Yellow green,160,194,69,microwave,"A microwave rendered in RGB color rgb(160, 194, 69)."
280,Yellow green,160,194,69,tie,"A tie in rgb(160, 194, 69)."
281,Olive green,62,80,31,guava,"A guava with color rgb(62, 80, 31)."
282,Olive green,62,80,31,socks,"A socks colored rgb(62, 80, 31)."
283,Olive green,62,80,31,sweatshirt,"A sweatshirt with color rgb(62, 80, 31)."
284,Olive green,62,80,31,ruler,"A ruler with the color rgb(62, 80, 31)."
285,Olive green,62,80,31,vehicle,"A realistic vehicle in rgb(62, 80, 31)."
286,Olive green,62,80,31,banana,"A banana in rgb(62, 80, 31)."
287,Olive green,62,80,31,wardrobe,"A wardrobe in rgb(62, 80, 31)."
288,Olive green,62,80,31,chair,"An image of a chair in rgb(62, 80, 31)."
289,Olive green,62,80,31,desk,"A photo of a desk in color rgb(62, 80, 31)."
290,Olive green,62,80,31,cow,"A cow with the color rgb(62, 80, 31)."
291,Olive green,62,80,31,orange,"A orange in rgb(62, 80, 31)."
292,Olive green,62,80,31,skateboard,"A skateboard in rgb(62, 80, 31)."
293,Olive green,62,80,31,mango,"A photo of a mango in color rgb(62, 80, 31)."
294,Olive green,62,80,31,remote,"A photo of a remote in color rgb(62, 80, 31)."
295,Olive green,62,80,31,suitcase,"A suitcase in rgb(62, 80, 31)."
296,Olive green,62,80,31,umbrella,"A umbrella rendered in RGB color rgb(62, 80, 31)."
297,Olive green,62,80,31,bear,"A photo of a bear in color rgb(62, 80, 31)."
298,Olive green,62,80,31,sponge,"A sponge rendered in RGB color rgb(62, 80, 31)."
299,Olive green,62,80,31,duck,"A realistic duck in rgb(62, 80, 31)."
300,Olive green,62,80,31,tie,"A tie with the color rgb(62, 80, 31)."
301,Yellowish green,74,195,77,sweatshirt,"A photo of a sweatshirt in color rgb(74, 195, 77)."
302,Yellowish green,74,195,77,suitcase,"A suitcase with the color rgb(74, 195, 77)."
303,Yellowish green,74,195,77,desk,"A desk with color rgb(74, 195, 77)."
304,Yellowish green,74,195,77,skateboard,"A skateboard with the color rgb(74, 195, 77)."
305,Yellowish green,74,195,77,taxi,"A taxi in rgb(74, 195, 77)."
306,Yellowish green,74,195,77,bear,"An image of a bear in rgb(74, 195, 77)."
307,Yellowish green,74,195,77,pants,"A pants colored rgb(74, 195, 77)."
308,Yellowish green,74,195,77,football helmet,"An image of a football helmet in rgb(74, 195, 77)."
309,Yellowish green,74,195,77,clock,"A clock with the color rgb(74, 195, 77)."
310,Yellowish green,74,195,77,boxing glove,"An image of a boxing glove in rgb(74, 195, 77)."
311,Yellowish green,74,195,77,oven,"A oven in rgb(74, 195, 77)."
312,Yellowish green,74,195,77,couch,"A couch colored rgb(74, 195, 77)."
313,Yellowish green,74,195,77,vehicle,"A realistic vehicle in rgb(74, 195, 77)."
314,Yellowish green,74,195,77,jeans,"A jeans with the color rgb(74, 195, 77)."
315,Yellowish green,74,195,77,mango,"A mango colored rgb(74, 195, 77)."
316,Yellowish green,74,195,77,tie,"An image of a tie in rgb(74, 195, 77)."
317,Yellowish green,74,195,77,sports car,"A realistic sports car in rgb(74, 195, 77)."
318,Yellowish green,74,195,77,parrot,"A parrot rendered in RGB color rgb(74, 195, 77)."
319,Yellowish green,74,195,77,bus,"A bus colored rgb(74, 195, 77)."
320,Yellowish green,74,195,77,microwave,"A microwave rendered in RGB color rgb(74, 195, 77)."
321,Green,79,191,154,duck,"A duck colored rgb(79, 191, 154)."
322,Green,79,191,154,snowboard,"An image of a snowboard in rgb(79, 191, 154)."
323,Green,79,191,154,baseball bat,"A baseball bat in rgb(79, 191, 154)."
324,Green,79,191,154,football helmet,"A realistic football helmet in rgb(79, 191, 154)."
325,Green,79,191,154,parrot,"An image of a parrot in rgb(79, 191, 154)."
326,Green,79,191,154,candle,"A candle rendered in RGB color rgb(79, 191, 154)."
327,Green,79,191,154,desk,"A realistic desk in rgb(79, 191, 154)."
328,Green,79,191,154,wardrobe,"A photo of a wardrobe in color rgb(79, 191, 154)."
329,Green,79,191,154,socks,"An image of a socks in rgb(79, 191, 154)."
330,Green,79,191,154,iron,"A iron with color rgb(79, 191, 154)."
331,Green,79,191,154,remote,"An image of a remote in rgb(79, 191, 154)."
332,Green,79,191,154,sports ball,"A sports ball with color rgb(79, 191, 154)."
333,Green,79,191,154,banana,"A banana with color rgb(79, 191, 154)."
334,Green,79,191,154,sweatshirt,"A sweatshirt in rgb(79, 191, 154)."
335,Green,79,191,154,teapot,"A photo of a teapot in color rgb(79, 191, 154)."
336,Green,79,191,154,clock,"A clock with the color rgb(79, 191, 154)."
337,Green,79,191,154,mango,"A photo of a mango in color rgb(79, 191, 154)."
338,Green,79,191,154,umbrella,"A umbrella colored rgb(79, 191, 154)."
339,Green,79,191,154,microwave,"A realistic microwave in rgb(79, 191, 154)."
340,Green,79,191,154,oven,"A photo of a oven in color rgb(79, 191, 154)."
341,Bluish green,67,189,184,sponge,"A realistic sponge in rgb(67, 189, 184)."
342,Bluish green,67,189,184,candle,"A candle with color rgb(67, 189, 184)."
343,Bluish green,67,189,184,snowboard,"A snowboard with color rgb(67, 189, 184)."
344,Bluish green,67,189,184,mug,"A mug with color rgb(67, 189, 184)."
345,Bluish green,67,189,184,teapot,"A photo of a teapot in color rgb(67, 189, 184)."
